,year,week,ln_dept_desc,sub_ln_catg_grp_desc,total_quantity,total_sales,total_margin
42747,2019,09,HOUSEHOLD GOODS,HEATING APPLIANCES,27,693.73,257.5617
42748,2019,09,HOUSEHOLD GOODS,WASTE/LAUNDRY,27,365.08,193.4985
42749,2019,09,FOOD,KIDDIE CANDY,246,448.28,180.7432
42750,2019,09,TOYS AND HOBBIES,SMALL GIRLS TOYS,93,1915.89,870.1598
42751,2019,09,HEALTH CARE,RESPIRATORY CARE,262,2193.38,1160.8261
42752,2019,09,WOMENS,HAWAII,104,1695.81,750.946
42753,2019,09,FOOD,GUMS/MINTS,525,848.18,349.907
42754,2019,09,HOUSEHOLD,FABRIC CARE SUPPLIES,237,2005.52,586.6548
42755,2019,09,BEAUTY CARE,SPECIALTY,167,775.0,431.88
42756,2019,09,MENSWEAR,WRANGLER,7,211.95,107.28
42757,2019,09,HOUSEHOLD,CAT FOODS,210,1385.8,543.8687
42758,2019,09,INTIMATE & ACC.,SWIMWEAR,2,54.0,38.832
42759,2019,09,MENSWEAR,ACTIVEWEAR,32,349.4,203.858
42760,2019,09,INTIMATE & ACC.,PACKAGE PANTIES,78,744.13,458.7233
42761,2019,09,FOOD,CHECKOUTS,78,297.53,128.49
42762,2019,09,HOUSEHOLD,DISH CARE SUPPLIES,130,517.41,150.0178
42763,2019,09,SPORT GD ATHLETIC ,OUTDOOR CAMPING / SLEEPI,27,1485.03,448.4718
42764,2019,09,SOFT HOME,SHOWER CURTAINS,38,528.02,351.2087
42765,2019,09,HOUSEHOLD GOODS,FOOD STORAGE,144,906.36,350.9035
42766,2019,09,FOOD,BAKING NEEDS,168,646.67,201.1481
42767,2019,09,KIDSWORLD,CARRIERS,17,849.43,389.2621
42768,2019,09,SPORT GD ATHLETIC ,LURES / TACKLE / TACKLE,42,192.28,119.5005
42769,2019,09,SPORT GD ATHLETIC ,EXERCISE EQUIPMENT,16,409.24,163.2801
42770,2019,09,SEASONAL,BASKETS,64,815.16,468.3838
42771,2019,09,HOUSEHOLD GOODS,KITCHEN/DINING,6,764.94,199.3616
42772,2019,09,CAR CARE,APPEARANCE/MAINTENANCE,72,485.53,251.62
42773,2019,09,HOUSEHOLD GOODS,BEDROOM,4,452.96,269.51
42774,2019,09,HOUSEHOLD GOODS,BEVERAGE APPLIANCES,20,281.5,134.51
42775,2019,09,WOMENS,BODY/ACTIVE WEAR,66,801.49,484.7197
42776,2019,09,TOYS AND HOBBIES,ACTIVITIES,31,355.2,218.6451
42777,2019,09,FOOD,SHELF STABLE JUICES & DRINKS,1300,2285.27,814.1684
42778,2019,09,SOFT HOME,PILLOWS,31,243.09,158.98
42779,2019,09,STATIONERY,ARTS & CRAFTS,64,365.23,232.0391
42780,2019,09,HOUSEHOLD GOODS,TOTES,46,694.44,276.779
42781,2019,09,FOOD,MEAL SOLUTIONS,278,597.54,211.7791
42782,2019,09,WOMENS,JUNIORS,44,457.61,277.678
42783,2019,09,KIDSWORLD,TOD. UNDERWEAR,4,46.46,26.25
42784,2019,09,HOUSEHOLD GOODS,GARMENT CARE,4,178.36,97.65
42785,2019,09,KIDSWORLD,NEWBORN,12,92.07,51.9614
42786,2019,09,HOUSEHOLD,DOG FOOD,684,4913.94,1657.6491
42787,2019,09,HOUSEHOLD,HOUSEHOLD SUPPLIES,111,648.71,398.3037
42788,2019,09,STATIONERY,WRITING SUPPLIES,53,281.07,173.023
42789,2019,09,FOOD,BREAKFAST FOODS,1286,4525.87,1374.6496
42790,2019,09,MENSWEAR,MENS UNDERWEAR,107,2070.29,962.064
42791,2019,09,SOFT HOME,TOWELS,258,982.62,398.4273
42792,2019,09,TOYS AND HOBBIES,BEACH / YARD TOYS,82,322.12,184.9212
42793,2019,09,READERS MARKET,KS - SOUVENIRS,161,695.31,345.1732
42794,2019,09,FOOD,CHRISTMAS CANDY,12,33.68,12.67
42795,2019,09,WOMENS,SWIMWEAR,12,239.88,119.88
42796,2019,09,FOOTWEAR,BEACH,10,118.9,78.07300000000001
42797,2019,09,HOUSEHOLD,DOG TREATS,89,600.61,276.426
